,X,Channel,Activity,Genotype,Sex,Age,Rep
1179,603,adj_Monitor32_ch17,1562.2,KO,M,W3,R4
1180,872,adj_Monitor42_ch16,1557.2,W422X,F,W3,R1
1181,892,adj_Monitor42_ch5,1556.2,W422X,F,W3,R1
1182,648,adj_Monitor33_ch29,1554.4,KO,F,W3,R3
1183,557,adj_Monitor30_ch30,1554.4,KO,F,W3,R2
1184,145,adj_Monitor15_ch32,1553.6,W422X,M,W3,R2
1185,876,adj_Monitor42_ch2,1553,W422X,F,W3,R1
1186,310,adj_Monitor21_ch24,1551.6,KO,F,W3,R1
1187,107,adj_Monitor14_ch24,1550.8,W422X,F,W3,R2
1188,602,adj_Monitor32_ch16,1550.2,KO,M,W3,R4
1189,475,adj_Monitor29_ch13,1550,WG2,F,W3,R3
1190,300,adj_Monitor21_ch15,1548.4,KO,F,W3,R1
1191,168,adj_Monitor16_ch26,1541.8,KO,M,W3,R2
1192,497,adj_Monitor29_ch4,1541,WG2,F,W3,R3
1193,344,adj_Monitor22_ch3,1538.6,Y160C,M,W3,R3
1194,672,adj_Monitor34_ch23,1538,Y160C,F,W3,R2
1195,860,adj_Monitor41_ch4,1538,W422X,F,W3,R4
1196,90,adj_Monitor13_ch9,1535.8,KO,F,W3,R4
1197,496,adj_Monitor29_ch32,1534.8,WG2,F,W3,R3
1198,907,adj_Monitor5_ch19,1533.8,W422X,F,W3,R3
1199,38,adj_Monitor11_ch15,1530.4,Y160C,M,W3,R1
1200,105,adj_Monitor14_ch22,1530.2,W422X,F,W3,R2
1201,841,adj_Monitor41_ch16,1528,W422X,F,W3,R4
1202,651,adj_Monitor33_ch31,1527.4,KO,F,W3,R3
1203,956,adj_Monitor6_ch7,1527.2,Y160C,F,W3,R1
1204,877,adj_Monitor42_ch20,1526.8,W422X,F,W3,R1
1205,11,adj_Monitor10_ch2,1526.6,WG2,F,W3,R1
1206,936,adj_Monitor6_ch17,1526,Y160C,F,W3,R1
1207,27,adj_Monitor10_ch5,1524.8,WG2,F,W3,R1
1208,684,adj_Monitor34_ch6,1519.4,Y160C,F,W3,R2
1209,604,adj_Monitor32_ch18,1517.2,KO,M,W3,R4
1210,919,adj_Monitor5_ch30,1516.2,W422X,F,W3,R3
1211,830,adj_Monitor40_ch4,1512.2,WG2,F,W3,R4
1212,444,adj_Monitor28_ch10,1511,WG2,F,W3,R2
1213,527,adj_Monitor2_ch31,1510.6,W422X,M,W3,R3
1214,153,adj_Monitor16_ch10,1508,KO,M,W3,R2
1215,154,adj_Monitor16_ch11,1507.6,KO,M,W3,R2
1216,210,adj_Monitor19_ch12,1505.8,Y160C,F,W3,R4
1217,939,adj_Monitor6_ch2,1504.2,Y160C,F,W3,R1
1218,846,adj_Monitor41_ch20,1502.8,W422X,F,W3,R4
1219,895,adj_Monitor42_ch8,1502.4,W422X,F,W3,R1
1220,707,adj_Monitor35_ch3,1501.8,KO,M,W3,R1
1221,301,adj_Monitor21_ch16,1500.6,KO,F,W3,R1
1222,803,adj_Monitor3_ch5,1498.6,Y160C,M,W3,R4
1223,214,adj_Monitor19_ch16,1498.2,Y160C,F,W3,R4
1224,642,adj_Monitor33_ch23,1497.8,KO,F,W3,R3
1225,307,adj_Monitor21_ch21,1494.8,KO,F,W3,R1
1226,208,adj_Monitor19_ch10,1491,Y160C,F,W3,R4
1227,119,adj_Monitor14_ch6,1489.2,W422X,F,W3,R2
1228,863,adj_Monitor41_ch7,1485.8,W422X,F,W3,R4
1229,259,adj_Monitor1_ch3,1483.8,W422X,M,W3,R1
1230,318,adj_Monitor21_ch31,1483.2,KO,F,W3,R1
1231,555,adj_Monitor30_ch29,1481.8,KO,F,W3,R2
1232,829,adj_Monitor40_ch31,1481.2,WG2,F,W3,R4
1233,6,adj_Monitor10_ch15,1478.8,WG2,F,W3,R1
1234,172,adj_Monitor16_ch3,1478.8,KO,M,W3,R2
1235,890,adj_Monitor42_ch32,1476.4,W422X,F,W3,R1
1236,954,adj_Monitor6_ch5,1473,Y160C,F,W3,R1
1237,99,adj_Monitor14_ch17,1472.8,W422X,F,W3,R2
1238,453,adj_Monitor28_ch19,1471,WG2,F,W3,R2
1239,165,adj_Monitor16_ch23,1464.6,KO,M,W3,R2
1240,129,adj_Monitor15_ch15,1464,W422X,M,W3,R2
1241,835,adj_Monitor41_ch10,1462.4,W422X,F,W3,R4
1242,933,adj_Monitor6_ch14,1458.2,Y160C,F,W3,R1
1243,850,adj_Monitor41_ch24,1458,W422X,F,W3,R4
1244,231,adj_Monitor19_ch31,1457.4,Y160C,F,W3,R4
1245,147,adj_Monitor15_ch5,1456.8,W422X,M,W3,R2
1246,269,adj_Monitor20_ch1,1454.8,Y160C,F,W3,R3
1247,128,adj_Monitor15_ch14,1453,W422X,M,W3,R2
1248,630,adj_Monitor33_ch12,1450.8,KO,F,W3,R3
1249,562,adj_Monitor30_ch6,1447.8,KO,F,W3,R2
1250,930,adj_Monitor6_ch11,1444,Y160C,F,W3,R1
1251,241,adj_Monitor1_ch12,1442.4,W422X,M,W3,R1
1252,127,adj_Monitor15_ch13,1439.2,W422X,M,W3,R2
1253,788,adj_Monitor3_ch20,1438.6,Y160C,M,W3,R4
1254,836,adj_Monitor41_ch11,1438,W422X,F,W3,R4
1255,422,adj_Monitor27_ch17,1438,WG2,M,W3,R1
1256,883,adj_Monitor42_ch26,1436.6,W422X,F,W3,R1
1257,927,adj_Monitor5_ch9,1434.2,W422X,F,W3,R3
1258,641,adj_Monitor33_ch22,1432.2,KO,F,W3,R3
1259,72,adj_Monitor13_ch21,1431.2,KO,F,W3,R4
1260,923,adj_Monitor5_ch5,1429.2,W422X,F,W3,R3
1261,674,adj_Monitor34_ch26,1428.4,Y160C,F,W3,R2
1262,23,adj_Monitor10_ch30,1427.2,WG2,F,W3,R1
1263,59,adj_Monitor11_ch8,1426.6,Y160C,M,W3,R1
1264,173,adj_Monitor16_ch30,1420.6,KO,M,W3,R2
1265,792,adj_Monitor3_ch24,1413.6,Y160C,M,W3,R4
1266,918,adj_Monitor5_ch29,1413.4,W422X,F,W3,R3
1267,65,adj_Monitor13_ch14,1413.4,KO,F,W3,R4
1268,748,adj_Monitor39_ch12,1413.4,KO,M,W3,R3
1269,207,adj_Monitor19_ch1,1413,Y160C,F,W3,R4
1270,362,adj_Monitor24_ch17,1410.2,Y160C,M,W3,R2
1271,847,adj_Monitor41_ch21,1409,W422X,F,W3,R4
1272,3,adj_Monitor10_ch12,1408,WG2,F,W3,R1
1273,48,adj_Monitor11_ch24,1404.4,Y160C,M,W3,R1
1274,569,adj_Monitor31_ch12,1404.4,W422X,M,W3,R4
1275,560,adj_Monitor30_ch4,1403.8,KO,F,W3,R2
1276,517,adj_Monitor2_ch22,1403.4,W422X,M,W3,R3
1277,536,adj_Monitor30_ch11,1394.2,KO,F,W3,R2
1278,530,adj_Monitor2_ch6,1392,W422X,M,W3,R3
1279,353,adj_Monitor22_ch9,1388.6,Y160C,M,W3,R3
1280,611,adj_Monitor32_ch24,1385.4,KO,M,W3,R4
1281,126,adj_Monitor15_ch12,1385,W422X,M,W3,R2
1282,157,adj_Monitor16_ch15,1384.4,KO,M,W3,R2
1283,500,adj_Monitor29_ch7,1382.6,WG2,F,W3,R3
1284,87,adj_Monitor13_ch6,1381.6,KO,F,W3,R4
1285,677,adj_Monitor34_ch29,1380.2,Y160C,F,W3,R2
1286,813,adj_Monitor40_ch16,1377.2,WG2,F,W3,R4
1287,854,adj_Monitor41_ch28,1375.6,W422X,F,W3,R4
1288,509,adj_Monitor2_ch15,1373.6,W422X,M,W3,R3
1289,70,adj_Monitor13_ch2,1370.6,KO,F,W3,R4
1290,349,adj_Monitor22_ch5,1369,Y160C,M,W3,R3
1291,118,adj_Monitor14_ch5,1367.4,W422X,F,W3,R2
1292,511,adj_Monitor2_ch17,1366.6,W422X,M,W3,R3
1293,798,adj_Monitor3_ch3,1364.2,Y160C,M,W3,R4
1294,474,adj_Monitor29_ch12,1364,WG2,F,W3,R3
1295,115,adj_Monitor14_ch31,1361.6,W422X,F,W3,R2
1296,561,adj_Monitor30_ch5,1357,KO,F,W3,R2
1297,450,adj_Monitor28_ch16,1356.6,WG2,F,W3,R2
1298,302,adj_Monitor21_ch17,1356.6,KO,F,W3,R1
1299,916,adj_Monitor5_ch27,1352.6,W422X,F,W3,R3
1300,159,adj_Monitor16_ch17,1352.4,KO,M,W3,R2
1301,321,adj_Monitor21_ch5,1350.8,KO,F,W3,R1
1302,874,adj_Monitor42_ch18,1350.4,W422X,F,W3,R1
1303,265,adj_Monitor1_ch6,1349.6,W422X,M,W3,R1
1304,873,adj_Monitor42_ch17,1348.6,W422X,F,W3,R1
1305,859,adj_Monitor41_ch32,1348.2,W422X,F,W3,R4
1306,625,adj_Monitor32_ch8,1343,KO,M,W3,R4
1307,498,adj_Monitor29_ch5,1337.4,WG2,F,W3,R3
1308,548,adj_Monitor30_ch22,1337.4,KO,F,W3,R2
1309,350,adj_Monitor22_ch6,1336.4,Y160C,M,W3,R3
1310,675,adj_Monitor34_ch27,1334.4,Y160C,F,W3,R2
1311,801,adj_Monitor3_ch32,1331.6,Y160C,M,W3,R4
1312,924,adj_Monitor5_ch6,1331.4,W422X,F,W3,R3
1313,947,adj_Monitor6_ch27,1330.6,Y160C,F,W3,R1
1314,865,adj_Monitor41_ch9,1330.2,W422X,F,W3,R4
1315,338,adj_Monitor22_ch22,1329.6,Y160C,M,W3,R3
1316,188,adj_Monitor18_ch17,1328.2,WG2,M,W3,R3
1317,254,adj_Monitor1_ch24,1327.8,W422X,M,W3,R1
1318,853,adj_Monitor41_ch27,1326.4,W422X,F,W3,R4
1319,339,adj_Monitor22_ch23,1324.4,Y160C,M,W3,R3
1320,914,adj_Monitor5_ch25,1323.6,W422X,F,W3,R3
1321,169,adj_Monitor16_ch27,1322.2,KO,M,W3,R2
1322,832,adj_Monitor40_ch7,1321.2,WG2,F,W3,R4
1323,645,adj_Monitor33_ch26,1320.8,KO,F,W3,R3
1324,57,adj_Monitor11_ch6,1318.6,Y160C,M,W3,R1
1325,182,adj_Monitor18_ch10,1315.6,WG2,M,W3,R3
1326,276,adj_Monitor20_ch17,1313.6,Y160C,F,W3,R3
1327,532,adj_Monitor2_ch8,1313.4,W422X,M,W3,R3
1328,421,adj_Monitor27_ch16,1307.2,WG2,M,W3,R1
1329,856,adj_Monitor41_ch3,1306.6,W422X,F,W3,R4
1330,455,adj_Monitor28_ch21,1306.2,WG2,F,W3,R2
1331,41,adj_Monitor11_ch18,1306.2,Y160C,M,W3,R1
1332,81,adj_Monitor13_ch3,1305.8,KO,F,W3,R4
1333,843,adj_Monitor41_ch18,1305.8,W422X,F,W3,R4
1334,178,adj_Monitor16_ch6,1305.2,KO,M,W3,R2
1335,315,adj_Monitor21_ch29,1304.4,KO,F,W3,R1
1336,478,adj_Monitor29_ch16,1302.8,WG2,F,W3,R3
1337,62,adj_Monitor13_ch11,1302.4,KO,F,W3,R4
1338,106,adj_Monitor14_ch23,1302,W422X,F,W3,R2
1339,471,adj_Monitor29_ch1,1297.6,WG2,F,W3,R3
1340,663,adj_Monitor34_ch15,1295.6,Y160C,F,W3,R2
1341,282,adj_Monitor20_ch23,1294.8,Y160C,F,W3,R3
1342,76,adj_Monitor13_ch25,1294.4,KO,F,W3,R4
1343,61,adj_Monitor13_ch10,1290.2,KO,F,W3,R4
1344,894,adj_Monitor42_ch7,1289.4,W422X,F,W3,R1
1345,333,adj_Monitor22_ch18,1287,Y160C,M,W3,R3
1346,580,adj_Monitor31_ch23,1283.4,W422X,M,W3,R4
1347,77,adj_Monitor13_ch26,1276.4,KO,F,W3,R4
1348,116,adj_Monitor14_ch32,1274.6,W422X,F,W3,R2
1349,34,adj_Monitor11_ch11,1274.4,Y160C,M,W3,R1
1350,499,adj_Monitor29_ch6,1273.8,WG2,F,W3,R3
1351,564,adj_Monitor30_ch8,1273.4,KO,F,W3,R2
1352,213,adj_Monitor19_ch15,1272.8,Y160C,F,W3,R4
1353,58,adj_Monitor11_ch7,1272.6,Y160C,M,W3,R1
1354,224,adj_Monitor19_ch25,1270.4,Y160C,F,W3,R4
1355,482,adj_Monitor29_ch2,1266.4,WG2,F,W3,R3
1356,543,adj_Monitor30_ch18,1265.2,KO,F,W3,R2
1357,575,adj_Monitor31_ch18,1264.6,W422X,M,W3,R4
1358,334,adj_Monitor22_ch19,1262,Y160C,M,W3,R3
1359,175,adj_Monitor16_ch32,1261.4,KO,M,W3,R2
1360,320,adj_Monitor21_ch4,1259.4,KO,F,W3,R1
1361,369,adj_Monitor24_ch24,1258.4,Y160C,M,W3,R2
1362,553,adj_Monitor30_ch27,1257,KO,F,W3,R2
1363,248,adj_Monitor1_ch19,1255.2,W422X,M,W3,R1
1364,184,adj_Monitor18_ch12,1252.8,WG2,M,W3,R3
1365,621,adj_Monitor32_ch4,1250.2,KO,M,W3,R4
1366,335,adj_Monitor22_ch2,1249.2,Y160C,M,W3,R3
1367,904,adj_Monitor5_ch16,1246.4,W422X,F,W3,R3
1368,55,adj_Monitor11_ch4,1246,Y160C,M,W3,R1
1369,218,adj_Monitor19_ch2,1246,Y160C,F,W3,R4
1370,662,adj_Monitor34_ch13,1245.4,Y160C,F,W3,R2
1371,578,adj_Monitor31_ch21,1243.4,W422X,M,W3,R4
1372,477,adj_Monitor29_ch15,1241.4,WG2,F,W3,R3
1373,206,adj_Monitor18_ch9,1239.6,WG2,M,W3,R3
1374,249,adj_Monitor1_ch2,1239,W422X,M,W3,R1
1375,888,adj_Monitor42_ch30,1238.6,W422X,F,W3,R1
1376,314,adj_Monitor21_ch28,1235.8,KO,F,W3,R1
1377,531,adj_Monitor2_ch7,1232.8,W422X,M,W3,R3
1378,864,adj_Monitor41_ch8,1230.6,W422X,F,W3,R4
1379,937,adj_Monitor6_ch18,1228,Y160C,F,W3,R1
1380,658,adj_Monitor33_ch9,1226.8,KO,F,W3,R3
1381,94,adj_Monitor14_ch12,1224,W422X,F,W3,R2
1382,373,adj_Monitor24_ch28,1223.4,Y160C,M,W3,R2
1383,25,adj_Monitor10_ch32,1220.6,WG2,F,W3,R1
1384,0,adj_Monitor10_ch1,1219.8,WG2,F,W3,R1
1385,313,adj_Monitor21_ch27,1219.2,KO,F,W3,R1
1386,867,adj_Monitor42_ch10,1216.6,W422X,F,W3,R1
1387,732,adj_Monitor38_ch25,1212.8,WG2,M,W3,R4
1388,699,adj_Monitor35_ch21,1211.4,KO,M,W3,R1
1389,473,adj_Monitor29_ch11,1208.6,WG2,F,W3,R3
1390,243,adj_Monitor1_ch14,1207.6,W422X,M,W3,R1
1391,958,adj_Monitor6_ch9,1205.4,Y160C,F,W3,R1
1392,785,adj_Monitor3_ch18,1205.2,Y160C,M,W3,R4
1393,581,adj_Monitor31_ch24,1204.8,W422X,M,W3,R4
1394,635,adj_Monitor33_ch17,1204.2,KO,F,W3,R3
1395,53,adj_Monitor11_ch29,1203.6,Y160C,M,W3,R1
1396,345,adj_Monitor22_ch30,1202.4,Y160C,M,W3,R3
1397,149,adj_Monitor15_ch7,1202.2,W422X,M,W3,R2
1398,230,adj_Monitor19_ch30,1201.6,Y160C,F,W3,R4
1399,839,adj_Monitor41_ch14,1198,W422X,F,W3,R4
1400,414,adj_Monitor26_ch9,1196.8,WG2,M,W3,R2
1401,885,adj_Monitor42_ch28,1195.8,W422X,F,W3,R1
1402,73,adj_Monitor13_ch22,1192.2,KO,F,W3,R4
1403,494,adj_Monitor29_ch30,1192,WG2,F,W3,R3
1404,125,adj_Monitor15_ch11,1192,W422X,M,W3,R2
1405,866,adj_Monitor42_ch1,1187,W422X,F,W3,R1
1406,833,adj_Monitor40_ch9,1185.4,WG2,F,W3,R4
1407,31,adj_Monitor10_ch9,1185.4,WG2,F,W3,R1
1408,156,adj_Monitor16_ch14,1183.8,KO,M,W3,R2
1409,39,adj_Monitor11_ch16,1181.6,Y160C,M,W3,R1
1410,98,adj_Monitor14_ch16,1181,W422X,F,W3,R2
1411,808,adj_Monitor40_ch10,1179.6,WG2,F,W3,R4
1412,367,adj_Monitor24_ch22,1179.2,Y160C,M,W3,R2
1413,650,adj_Monitor33_ch30,1179.2,KO,F,W3,R3
1414,232,adj_Monitor19_ch32,1176.6,Y160C,F,W3,R4
1415,13,adj_Monitor10_ch21,1174.8,WG2,F,W3,R1
1416,620,adj_Monitor32_ch32,1174,KO,M,W3,R4
1417,439,adj_Monitor27_ch5,1173.4,WG2,M,W3,R1
1418,725,adj_Monitor38_ch18,1173,WG2,M,W3,R4
1419,618,adj_Monitor32_ch30,1171.8,KO,M,W3,R4
1420,201,adj_Monitor18_ch32,1171,WG2,M,W3,R3
1421,387,adj_Monitor26_ch11,1168.8,WG2,M,W3,R2
1422,800,adj_Monitor3_ch31,1167.8,Y160C,M,W3,R4
1423,837,adj_Monitor41_ch12,1167.4,W422X,F,W3,R4
1424,35,adj_Monitor11_ch12,1167,Y160C,M,W3,R1
1425,952,adj_Monitor6_ch31,1166.4,Y160C,F,W3,R1
1426,510,adj_Monitor2_ch16,1164.8,W422X,M,W3,R3
1427,636,adj_Monitor33_ch18,1163,KO,F,W3,R3
1428,445,adj_Monitor28_ch11,1162.6,WG2,F,W3,R2
1429,278,adj_Monitor20_ch19,1162.2,Y160C,F,W3,R3
1430,312,adj_Monitor21_ch26,1161.6,KO,F,W3,R1
1431,942,adj_Monitor6_ch22,1157,Y160C,F,W3,R1
1432,215,adj_Monitor19_ch17,1156.4,Y160C,F,W3,R4
1433,359,adj_Monitor24_ch14,1155.2,Y160C,M,W3,R2
1434,915,adj_Monitor5_ch26,1152.4,W422X,F,W3,R3
1435,187,adj_Monitor18_ch16,1151.4,WG2,M,W3,R3
1436,777,adj_Monitor3_ch1,1150.4,Y160C,M,W3,R4
1437,268,adj_Monitor1_ch9,1148.6,W422X,M,W3,R1
1438,222,adj_Monitor19_ch23,1147.2,Y160C,F,W3,R4
1439,216,adj_Monitor19_ch18,1147,Y160C,F,W3,R4
1440,465,adj_Monitor28_ch4,1146.4,WG2,F,W3,R2
1441,926,adj_Monitor5_ch8,1144.6,W422X,F,W3,R3
1442,440,adj_Monitor27_ch6,1143.8,WG2,M,W3,R1
1443,899,adj_Monitor5_ch11,1143,W422X,F,W3,R3
1444,513,adj_Monitor2_ch19,1143,W422X,M,W3,R3
1445,686,adj_Monitor34_ch8,1140.4,Y160C,F,W3,R2
1446,925,adj_Monitor5_ch7,1140.2,W422X,F,W3,R3
1447,247,adj_Monitor1_ch18,1138.6,W422X,M,W3,R1
1448,783,adj_Monitor3_ch16,1133,Y160C,M,W3,R4
1449,643,adj_Monitor33_ch24,1132.2,KO,F,W3,R3
1450,823,adj_Monitor40_ch26,1131.8,WG2,F,W3,R4
1451,654,adj_Monitor33_ch5,1131.4,KO,F,W3,R3
1452,689,adj_Monitor35_ch10,1130.8,KO,M,W3,R1
1453,535,adj_Monitor30_ch10,1128,KO,F,W3,R2
1454,270,adj_Monitor20_ch10,1127.8,Y160C,F,W3,R3
1455,32,adj_Monitor11_ch1,1126,Y160C,M,W3,R1
1456,606,adj_Monitor32_ch2,1125.4,KO,M,W3,R4
1457,291,adj_Monitor20_ch4,1125.2,Y160C,F,W3,R3
1458,448,adj_Monitor28_ch14,1124.8,WG2,F,W3,R2
1459,238,adj_Monitor1_ch1,1124.2,W422X,M,W3,R1
1460,661,adj_Monitor34_ch12,1123.4,Y160C,F,W3,R2
1461,574,adj_Monitor31_ch17,1121.4,W422X,M,W3,R4
1462,96,adj_Monitor14_ch14,1120.6,W422X,F,W3,R2
1463,131,adj_Monitor15_ch17,1120.2,W422X,M,W3,R2
1464,372,adj_Monitor24_ch27,1120,Y160C,M,W3,R2
1465,447,adj_Monitor28_ch13,1119.4,WG2,F,W3,R2
1466,251,adj_Monitor1_ch21,1118.6,W422X,M,W3,R1
1467,617,adj_Monitor32_ch3,1118.2,KO,M,W3,R4
1468,67,adj_Monitor13_ch17,1118,KO,F,W3,R4
1469,234,adj_Monitor19_ch5,1116.6,Y160C,F,W3,R4
1470,609,adj_Monitor32_ch22,1116,KO,M,W3,R4
1471,599,adj_Monitor32_ch13,1114.2,KO,M,W3,R4
1472,537,adj_Monitor30_ch12,1114.2,KO,F,W3,R2
1473,644,adj_Monitor33_ch25,1113.4,KO,F,W3,R3
1474,101,adj_Monitor14_ch19,1112.4,W422X,F,W3,R2
1475,174,adj_Monitor16_ch31,1111.8,KO,M,W3,R2
1476,102,adj_Monitor14_ch2,1111.4,W422X,F,W3,R2
1477,573,adj_Monitor31_ch16,1111.2,W422X,M,W3,R4
1478,751,adj_Monitor39_ch15,1107.8,KO,M,W3,R3
1479,361,adj_Monitor24_ch16,1107.2,Y160C,M,W3,R2
1480,516,adj_Monitor2_ch21,1107,W422X,M,W3,R3
1481,779,adj_Monitor3_ch11,1104.8,Y160C,M,W3,R4
1482,743,adj_Monitor38_ch7,1103.8,WG2,M,W3,R4
1483,84,adj_Monitor13_ch32,1103.6,KO,F,W3,R4
1484,585,adj_Monitor31_ch29,1102.4,W422X,M,W3,R4
1485,582,adj_Monitor31_ch25,1101,W422X,M,W3,R4
1486,260,adj_Monitor1_ch30,1100,W422X,M,W3,R1
1487,36,adj_Monitor11_ch13,1097.4,Y160C,M,W3,R1
1488,436,adj_Monitor27_ch31,1096.4,WG2,M,W3,R1
1489,697,adj_Monitor35_ch2,1094.4,KO,M,W3,R1
1490,435,adj_Monitor27_ch30,1093.8,WG2,M,W3,R1
1491,515,adj_Monitor2_ch20,1091.8,W422X,M,W3,R3
1492,546,adj_Monitor30_ch20,1088,KO,F,W3,R2
1493,100,adj_Monitor14_ch18,1087.4,W422X,F,W3,R2
1494,434,adj_Monitor27_ch3,1087.2,WG2,M,W3,R1
1495,633,adj_Monitor33_ch15,1085.6,KO,F,W3,R3
1496,655,adj_Monitor33_ch6,1085,KO,F,W3,R3
1497,74,adj_Monitor13_ch23,1084.8,KO,F,W3,R4
1498,702,adj_Monitor35_ch25,1084.6,KO,M,W3,R1
1499,252,adj_Monitor1_ch22,1083.6,W422X,M,W3,R1
1500,140,adj_Monitor15_ch28,1079.8,W422X,M,W3,R2
1501,358,adj_Monitor24_ch13,1076.8,Y160C,M,W3,R2
1502,22,adj_Monitor10_ch3,1076.6,WG2,F,W3,R1
1503,411,adj_Monitor26_ch6,1075.4,WG2,M,W3,R2
1504,782,adj_Monitor3_ch15,1072.6,Y160C,M,W3,R4
1505,80,adj_Monitor13_ch29,1071.6,KO,F,W3,R4
1506,342,adj_Monitor22_ch27,1068.8,Y160C,M,W3,R3
1507,484,adj_Monitor29_ch21,1068.8,WG2,F,W3,R3
1508,680,adj_Monitor34_ch31,1068.4,Y160C,F,W3,R2
1509,612,adj_Monitor32_ch25,1064.2,KO,M,W3,R4
1510,476,adj_Monitor29_ch14,1064,WG2,F,W3,R3
1511,928,adj_Monitor6_ch1,1063.4,Y160C,F,W3,R1
1512,696,adj_Monitor35_ch18,1063.2,KO,M,W3,R1
1513,861,adj_Monitor41_ch5,1063,W422X,F,W3,R4
1514,7,adj_Monitor10_ch16,1062.4,WG2,F,W3,R1
1515,614,adj_Monitor32_ch27,1061,KO,M,W3,R4
1516,60,adj_Monitor13_ch1,1060.6,KO,F,W3,R4
1517,753,adj_Monitor39_ch17,1060.2,KO,M,W3,R3
1518,781,adj_Monitor3_ch13,1060.2,Y160C,M,W3,R4
1519,738,adj_Monitor38_ch31,1059.4,WG2,M,W3,R4
1520,646,adj_Monitor33_ch27,1059.2,KO,F,W3,R3
1521,392,adj_Monitor26_ch17,1057.4,WG2,M,W3,R2
1522,793,adj_Monitor3_ch25,1057.4,Y160C,M,W3,R4
1523,577,adj_Monitor31_ch20,1057.2,W422X,M,W3,R4
1524,842,adj_Monitor41_ch17,1055.4,W422X,F,W3,R4
1525,281,adj_Monitor20_ch22,1053.6,Y160C,F,W3,R3
1526,547,adj_Monitor30_ch21,1052.6,KO,F,W3,R2
1527,461,adj_Monitor28_ch3,1052.4,WG2,F,W3,R2
1528,624,adj_Monitor32_ch7,1051.6,KO,M,W3,R4
1529,608,adj_Monitor32_ch21,1046.8,KO,M,W3,R4
1530,571,adj_Monitor31_ch14,1046.4,W422X,M,W3,R4
1531,235,adj_Monitor19_ch6,1044.4,Y160C,F,W3,R4
1532,438,adj_Monitor27_ch4,1044.2,WG2,M,W3,R1
1533,673,adj_Monitor34_ch25,1042.4,Y160C,F,W3,R2
1534,109,adj_Monitor14_ch26,1041.8,W422X,F,W3,R2
1535,402,adj_Monitor26_ch27,1041.8,WG2,M,W3,R2
1536,379,adj_Monitor24_ch4,1041.6,Y160C,M,W3,R2
1537,775,adj_Monitor39_ch8,1038.6,KO,M,W3,R3
1538,375,adj_Monitor24_ch3,1037.2,Y160C,M,W3,R2
1539,652,adj_Monitor33_ch32,1036.6,KO,F,W3,R3
1540,294,adj_Monitor20_ch8,1034.8,Y160C,F,W3,R3
1541,5,adj_Monitor10_ch14,1034.4,WG2,F,W3,R1
1542,166,adj_Monitor16_ch24,1031.6,KO,M,W3,R2
1543,764,adj_Monitor39_ch27,1030.4,KO,M,W3,R3
1544,631,adj_Monitor33_ch13,1028.8,KO,F,W3,R3
1545,485,adj_Monitor29_ch22,1028.6,WG2,F,W3,R3
1546,807,adj_Monitor40_ch1,1028.4,WG2,F,W3,R4
1547,420,adj_Monitor27_ch15,1026.8,WG2,M,W3,R1
1548,710,adj_Monitor35_ch32,1026,KO,M,W3,R1
1549,467,adj_Monitor28_ch6,1026,WG2,F,W3,R2
1550,340,adj_Monitor22_ch24,1022,Y160C,M,W3,R3
1551,28,adj_Monitor10_ch6,1022,WG2,F,W3,R1
1552,323,adj_Monitor21_ch7,1020.6,KO,F,W3,R1
1553,623,adj_Monitor32_ch6,1020.4,KO,M,W3,R4
1554,875,adj_Monitor42_ch19,1020,W422X,F,W3,R1
1555,120,adj_Monitor14_ch7,1018.8,W422X,F,W3,R2
1556,317,adj_Monitor21_ch30,1018.2,KO,F,W3,R1
1557,167,adj_Monitor16_ch25,1018,KO,M,W3,R2
1558,774,adj_Monitor39_ch7,1016.6,KO,M,W3,R3
1559,711,adj_Monitor35_ch4,1013.2,KO,M,W3,R1
1560,722,adj_Monitor38_ch15,1012.8,WG2,M,W3,R4
1561,395,adj_Monitor26_ch20,1011.2,WG2,M,W3,R2
1562,552,adj_Monitor30_ch26,1010.4,KO,F,W3,R2
