,X,Channel,Activity,Genotype,Sex,Age,Rep
1563,701,adj_Monitor35_ch23,1009,KO,M,W3,R1
1564,104,adj_Monitor14_ch21,1007.8,W422X,F,W3,R2
1565,236,adj_Monitor19_ch7,1007,Y160C,F,W3,R4
1566,442,adj_Monitor27_ch8,1006.6,WG2,M,W3,R1
1567,776,adj_Monitor39_ch9,1005,KO,M,W3,R3
1568,272,adj_Monitor20_ch13,1003.6,Y160C,F,W3,R3
1569,297,adj_Monitor21_ch10,1003,KO,F,W3,R1
1570,429,adj_Monitor27_ch25,1002.2,WG2,M,W3,R1
1571,141,adj_Monitor15_ch29,1001.4,W422X,M,W3,R2
1572,9,adj_Monitor10_ch18,999.4,WG2,F,W3,R1
1573,287,adj_Monitor20_ch29,998.2,Y160C,F,W3,R3
1574,256,adj_Monitor1_ch27,995.4,W422X,M,W3,R1
1575,703,adj_Monitor35_ch26,995,KO,M,W3,R1
1576,897,adj_Monitor5_ch1,994.8,W422X,F,W3,R3
1577,246,adj_Monitor1_ch17,993.2,W422X,M,W3,R1
1578,354,adj_Monitor24_ch1,993,Y160C,M,W3,R2
1579,570,adj_Monitor31_ch13,989.4,W422X,M,W3,R4
1580,110,adj_Monitor14_ch27,987.8,W422X,F,W3,R2
1581,26,adj_Monitor10_ch4,986.2,WG2,F,W3,R1
1582,306,adj_Monitor21_ch20,982.8,KO,F,W3,R1
1583,253,adj_Monitor1_ch23,982,W422X,M,W3,R1
1584,908,adj_Monitor5_ch2,981.8,W422X,F,W3,R3
1585,329,adj_Monitor22_ch14,979.4,Y160C,M,W3,R3
1586,360,adj_Monitor24_ch15,973.6,Y160C,M,W3,R2
1587,1,adj_Monitor10_ch10,973.2,WG2,F,W3,R1
1588,352,adj_Monitor22_ch8,971.8,Y160C,M,W3,R3
1589,593,adj_Monitor31_ch8,971,W422X,M,W3,R4
1590,739,adj_Monitor38_ch32,970.4,WG2,M,W3,R4
1591,89,adj_Monitor13_ch8,969.8,KO,F,W3,R4
1592,303,adj_Monitor21_ch18,967.6,KO,F,W3,R1
1593,941,adj_Monitor6_ch21,967.2,Y160C,F,W3,R1
1594,52,adj_Monitor11_ch28,967,Y160C,M,W3,R1
1595,790,adj_Monitor3_ch22,966.8,Y160C,M,W3,R4
1596,523,adj_Monitor2_ch28,966,W422X,M,W3,R3
1597,204,adj_Monitor18_ch7,963.6,WG2,M,W3,R3
1598,649,adj_Monitor33_ch3,962,KO,F,W3,R3
1599,423,adj_Monitor27_ch18,961.8,WG2,M,W3,R1
1600,797,adj_Monitor3_ch29,961.6,Y160C,M,W3,R4
1601,413,adj_Monitor26_ch8,960.4,WG2,M,W3,R2
1602,49,adj_Monitor11_ch25,959.2,Y160C,M,W3,R1
1603,12,adj_Monitor10_ch20,959.2,WG2,F,W3,R1
1604,932,adj_Monitor6_ch13,959.2,Y160C,F,W3,R1
1605,773,adj_Monitor39_ch6,957.6,KO,M,W3,R3
1606,690,adj_Monitor35_ch11,957,KO,M,W3,R1
1607,221,adj_Monitor19_ch22,953.6,Y160C,F,W3,R4
1608,653,adj_Monitor33_ch4,953,KO,F,W3,R3
1609,700,adj_Monitor35_ch22,949.8,KO,M,W3,R1
1610,164,adj_Monitor16_ch22,949.2,KO,M,W3,R2
1611,299,adj_Monitor21_ch14,948.2,KO,F,W3,R1
1612,401,adj_Monitor26_ch26,948,WG2,M,W3,R2
1613,203,adj_Monitor18_ch5,947.6,WG2,M,W3,R3
1614,786,adj_Monitor3_ch19,947.2,Y160C,M,W3,R4
1615,586,adj_Monitor31_ch3,946.6,W422X,M,W3,R4
1616,600,adj_Monitor32_ch14,945.8,KO,M,W3,R4
1617,742,adj_Monitor38_ch6,945,WG2,M,W3,R4
1618,534,adj_Monitor30_ch1,945,KO,F,W3,R2
1619,285,adj_Monitor20_ch27,943.8,Y160C,F,W3,R3
1620,694,adj_Monitor35_ch15,943.8,KO,M,W3,R1
1621,427,adj_Monitor27_ch22,942,WG2,M,W3,R1
1622,824,adj_Monitor40_ch27,941,WG2,F,W3,R4
1623,437,adj_Monitor27_ch32,940,WG2,M,W3,R1
1624,280,adj_Monitor20_ch21,938.6,Y160C,F,W3,R3
1625,136,adj_Monitor15_ch21,935.6,W422X,M,W3,R2
1626,441,adj_Monitor27_ch7,935.4,WG2,M,W3,R1
1627,521,adj_Monitor2_ch26,934.8,W422X,M,W3,R3
1628,416,adj_Monitor27_ch11,933.8,WG2,M,W3,R1
1629,111,adj_Monitor14_ch28,933,W422X,F,W3,R2
1630,685,adj_Monitor34_ch7,933,Y160C,F,W3,R2
1631,430,adj_Monitor27_ch26,926.8,WG2,M,W3,R1
1632,519,adj_Monitor2_ch24,926.8,W422X,M,W3,R3
1633,723,adj_Monitor38_ch16,922.8,WG2,M,W3,R4
1634,332,adj_Monitor22_ch17,922.6,Y160C,M,W3,R3
1635,146,adj_Monitor15_ch4,921.4,W422X,M,W3,R2
1636,24,adj_Monitor10_ch31,921.4,WG2,F,W3,R1
1637,20,adj_Monitor10_ch28,920.2,WG2,F,W3,R1
1638,462,adj_Monitor28_ch30,918.8,WG2,F,W3,R2
1639,326,adj_Monitor22_ch1,918,Y160C,M,W3,R3
1640,171,adj_Monitor16_ch29,917.4,KO,M,W3,R2
1641,931,adj_Monitor6_ch12,916.4,Y160C,F,W3,R1
1642,607,adj_Monitor32_ch20,914.2,KO,M,W3,R4
1643,262,adj_Monitor1_ch32,912,W422X,M,W3,R1
1644,750,adj_Monitor39_ch14,909.6,KO,M,W3,R3
1645,42,adj_Monitor11_ch19,907.6,Y160C,M,W3,R1
1646,68,adj_Monitor13_ch18,907.2,KO,F,W3,R4
1647,676,adj_Monitor34_ch28,906.2,Y160C,F,W3,R2
1648,795,adj_Monitor3_ch27,904.4,Y160C,M,W3,R4
1649,397,adj_Monitor26_ch22,903.6,WG2,M,W3,R2
1650,431,adj_Monitor27_ch27,900.8,WG2,M,W3,R1
1651,584,adj_Monitor31_ch28,900.8,W422X,M,W3,R4
1652,713,adj_Monitor35_ch6,900.2,KO,M,W3,R1
1653,163,adj_Monitor16_ch21,898.2,KO,M,W3,R2
1654,223,adj_Monitor19_ch24,896,Y160C,F,W3,R4
1655,613,adj_Monitor32_ch26,895.8,KO,M,W3,R4
1656,51,adj_Monitor11_ch27,895.8,Y160C,M,W3,R1
1657,364,adj_Monitor24_ch2,893.6,Y160C,M,W3,R2
1658,8,adj_Monitor10_ch17,893,WG2,F,W3,R1
1659,524,adj_Monitor2_ch29,892.8,W422X,M,W3,R3
1660,768,adj_Monitor39_ch30,892.4,KO,M,W3,R3
1661,769,adj_Monitor39_ch31,892.2,KO,M,W3,R3
1662,446,adj_Monitor28_ch12,890.6,WG2,F,W3,R2
1663,161,adj_Monitor16_ch2,887.8,KO,M,W3,R2
1664,78,adj_Monitor13_ch27,886.4,KO,F,W3,R4
1665,852,adj_Monitor41_ch26,884,W422X,F,W3,R4
1666,443,adj_Monitor28_ch1,883.4,WG2,F,W3,R2
1667,724,adj_Monitor38_ch17,881.8,WG2,M,W3,R4
1668,481,adj_Monitor29_ch19,881.4,WG2,F,W3,R3
1669,489,adj_Monitor29_ch26,879.2,WG2,F,W3,R3
1670,756,adj_Monitor39_ch2,875.8,KO,M,W3,R3
1671,522,adj_Monitor2_ch27,873,W422X,M,W3,R3
1672,56,adj_Monitor11_ch5,873,Y160C,M,W3,R1
1673,194,adj_Monitor18_ch24,872.6,WG2,M,W3,R3
1674,598,adj_Monitor32_ch12,872.2,KO,M,W3,R4
1675,469,adj_Monitor28_ch8,870.8,WG2,F,W3,R2
1676,717,adj_Monitor38_ch1,869.8,WG2,M,W3,R4
1677,818,adj_Monitor40_ch21,869.4,WG2,F,W3,R4
1678,46,adj_Monitor11_ch22,864.4,Y160C,M,W3,R1
1679,948,adj_Monitor6_ch28,861.8,Y160C,F,W3,R1
1680,357,adj_Monitor24_ch12,861.6,Y160C,M,W3,R2
1681,337,adj_Monitor22_ch21,861.2,Y160C,M,W3,R3
1682,346,adj_Monitor22_ch31,860.6,Y160C,M,W3,R3
1683,678,adj_Monitor34_ch3,858,Y160C,F,W3,R2
1684,669,adj_Monitor34_ch20,857.4,Y160C,F,W3,R2
1685,533,adj_Monitor2_ch9,855.4,W422X,M,W3,R3
1686,371,adj_Monitor24_ch26,855,Y160C,M,W3,R2
1687,245,adj_Monitor1_ch16,854,W422X,M,W3,R1
1688,565,adj_Monitor30_ch9,853.4,KO,F,W3,R2
1689,406,adj_Monitor26_ch30,853,WG2,M,W3,R2
1690,688,adj_Monitor35_ch1,852.8,KO,M,W3,R1
1691,811,adj_Monitor40_ch14,852.8,WG2,F,W3,R4
1692,263,adj_Monitor1_ch4,852.4,W422X,M,W3,R1
1693,508,adj_Monitor2_ch14,851.8,W422X,M,W3,R3
1694,729,adj_Monitor38_ch21,851.6,WG2,M,W3,R4
1695,45,adj_Monitor11_ch21,851,Y160C,M,W3,R1
1696,567,adj_Monitor31_ch10,850.2,W422X,M,W3,R4
1697,812,adj_Monitor40_ch15,847.2,WG2,F,W3,R4
1698,113,adj_Monitor14_ch3,846.2,W422X,F,W3,R2
1699,137,adj_Monitor15_ch24,845.8,W422X,M,W3,R2
1700,177,adj_Monitor16_ch5,845.2,KO,M,W3,R2
1701,810,adj_Monitor40_ch13,845.2,WG2,F,W3,R4
1702,14,adj_Monitor10_ch22,843,WG2,F,W3,R1
1703,464,adj_Monitor28_ch32,841.2,WG2,F,W3,R2
1704,504,adj_Monitor2_ch10,839,W422X,M,W3,R3
1705,456,adj_Monitor28_ch22,835.6,WG2,F,W3,R2
1706,780,adj_Monitor3_ch12,835.6,Y160C,M,W3,R4
1707,488,adj_Monitor29_ch25,832.8,WG2,F,W3,R3
1708,670,adj_Monitor34_ch21,832.8,Y160C,F,W3,R2
1709,501,adj_Monitor29_ch8,831.4,WG2,F,W3,R3
1710,809,adj_Monitor40_ch12,831.2,WG2,F,W3,R4
1711,594,adj_Monitor31_ch9,831,W422X,M,W3,R4
1712,400,adj_Monitor26_ch25,825.2,WG2,M,W3,R2
1713,487,adj_Monitor29_ch24,824.8,WG2,F,W3,R3
1714,770,adj_Monitor39_ch32,823.6,KO,M,W3,R3
1715,626,adj_Monitor32_ch9,822.2,KO,M,W3,R4
1716,408,adj_Monitor26_ch32,818,WG2,M,W3,R2
1717,761,adj_Monitor39_ch24,816.8,KO,M,W3,R3
1718,385,adj_Monitor26_ch1,816,WG2,M,W3,R2
1719,348,adj_Monitor22_ch4,814,Y160C,M,W3,R3
1720,825,adj_Monitor40_ch28,813,WG2,F,W3,R4
1721,647,adj_Monitor33_ch28,810.6,KO,F,W3,R3
1722,716,adj_Monitor35_ch9,809.6,KO,M,W3,R1
1723,250,adj_Monitor1_ch20,809.2,W422X,M,W3,R1
1724,30,adj_Monitor10_ch8,806.8,WG2,F,W3,R1
1725,862,adj_Monitor41_ch6,806.4,W422X,F,W3,R4
1726,374,adj_Monitor24_ch29,805.8,Y160C,M,W3,R2
1727,784,adj_Monitor3_ch17,805.4,Y160C,M,W3,R4
1728,597,adj_Monitor32_ch11,804.6,KO,M,W3,R4
1729,529,adj_Monitor2_ch5,800.2,W422X,M,W3,R3
1730,591,adj_Monitor31_ch6,798.2,W422X,M,W3,R4
1731,355,adj_Monitor24_ch10,797.8,Y160C,M,W3,R2
1732,804,adj_Monitor3_ch7,797.6,Y160C,M,W3,R4
1733,193,adj_Monitor18_ch23,797.4,WG2,M,W3,R3
1734,822,adj_Monitor40_ch25,797,WG2,F,W3,R4
1735,10,adj_Monitor10_ch19,794.8,WG2,F,W3,R1
1736,2,adj_Monitor10_ch11,794.8,WG2,F,W3,R1
1737,767,adj_Monitor39_ch3,794.2,KO,M,W3,R3
1738,189,adj_Monitor18_ch2,793.2,WG2,M,W3,R3
1739,114,adj_Monitor14_ch30,792.2,W422X,F,W3,R2
1740,951,adj_Monitor6_ch30,790,Y160C,F,W3,R1
1741,181,adj_Monitor18_ch1,790,WG2,M,W3,R3
1742,237,adj_Monitor19_ch9,789,Y160C,F,W3,R4
1743,514,adj_Monitor2_ch2,787.8,W422X,M,W3,R3
1744,735,adj_Monitor38_ch28,787.8,WG2,M,W3,R4
1745,583,adj_Monitor31_ch27,787.8,W422X,M,W3,R4
1746,794,adj_Monitor3_ch26,785.8,Y160C,M,W3,R4
1747,202,adj_Monitor18_ch4,784.4,WG2,M,W3,R3
1748,186,adj_Monitor18_ch14,783.8,WG2,M,W3,R3
1749,425,adj_Monitor27_ch20,783,WG2,M,W3,R1
1750,264,adj_Monitor1_ch5,782.4,W422X,M,W3,R1
1751,568,adj_Monitor31_ch11,781.8,W422X,M,W3,R4
1752,460,adj_Monitor28_ch29,781.6,WG2,F,W3,R2
1753,760,adj_Monitor39_ch23,779.4,KO,M,W3,R3
1754,463,adj_Monitor28_ch31,778.2,WG2,F,W3,R2
1755,449,adj_Monitor28_ch15,776.6,WG2,F,W3,R2
1756,86,adj_Monitor13_ch5,776.2,KO,F,W3,R4
1757,370,adj_Monitor24_ch25,775.2,Y160C,M,W3,R2
1758,229,adj_Monitor19_ch3,774,Y160C,F,W3,R4
1759,718,adj_Monitor38_ch10,772.2,WG2,M,W3,R4
1760,150,adj_Monitor15_ch8,772,W422X,M,W3,R2
1761,293,adj_Monitor20_ch7,767.8,Y160C,F,W3,R3
1762,327,adj_Monitor22_ch10,766.2,Y160C,M,W3,R3
1763,615,adj_Monitor32_ch28,764.6,KO,M,W3,R4
1764,492,adj_Monitor29_ch29,764,WG2,F,W3,R3
1765,740,adj_Monitor38_ch4,763.6,WG2,M,W3,R4
1766,507,adj_Monitor2_ch13,761.8,W422X,M,W3,R3
1767,815,adj_Monitor40_ch18,760,WG2,F,W3,R4
1768,21,adj_Monitor10_ch29,759.6,WG2,F,W3,R1
1769,92,adj_Monitor14_ch10,758.8,W422X,F,W3,R2
1770,712,adj_Monitor35_ch5,756.4,KO,M,W3,R1
1771,493,adj_Monitor29_ch3,756.4,WG2,F,W3,R3
1772,199,adj_Monitor18_ch30,755.2,WG2,M,W3,R3
1773,4,adj_Monitor10_ch13,753.8,WG2,F,W3,R1
1774,459,adj_Monitor28_ch25,751.8,WG2,F,W3,R2
1775,589,adj_Monitor31_ch4,749.6,W422X,M,W3,R4
1776,142,adj_Monitor15_ch3,747.2,W422X,M,W3,R2
1777,587,adj_Monitor31_ch30,747,W422X,M,W3,R4
1778,227,adj_Monitor19_ch28,745.4,Y160C,F,W3,R4
1779,819,adj_Monitor40_ch22,745,WG2,F,W3,R4
1780,704,adj_Monitor35_ch27,744.2,KO,M,W3,R1
1781,239,adj_Monitor1_ch10,743.8,W422X,M,W3,R1
1782,731,adj_Monitor38_ch24,741.6,WG2,M,W3,R4
1783,192,adj_Monitor18_ch22,740.8,WG2,M,W3,R3
1784,796,adj_Monitor3_ch28,740.6,Y160C,M,W3,R4
1785,382,adj_Monitor24_ch7,738.8,Y160C,M,W3,R2
1786,771,adj_Monitor39_ch4,736.8,KO,M,W3,R3
1787,368,adj_Monitor24_ch23,736.6,Y160C,M,W3,R2
1788,228,adj_Monitor19_ch29,735.6,Y160C,F,W3,R4
1789,143,adj_Monitor15_ch30,735.4,W422X,M,W3,R2
1790,152,adj_Monitor16_ch1,734,KO,M,W3,R2
1791,366,adj_Monitor24_ch21,733.8,Y160C,M,W3,R2
1792,286,adj_Monitor20_ch28,733,Y160C,F,W3,R3
1793,821,adj_Monitor40_ch24,730.6,WG2,F,W3,R4
1794,396,adj_Monitor26_ch21,730,WG2,M,W3,R2
1795,240,adj_Monitor1_ch11,728.8,W422X,M,W3,R1
1796,82,adj_Monitor13_ch30,728.2,KO,F,W3,R4
1797,409,adj_Monitor26_ch4,726.4,WG2,M,W3,R2
1798,112,adj_Monitor14_ch29,726.2,W422X,F,W3,R2
1799,454,adj_Monitor28_ch2,725.6,WG2,F,W3,R2
1800,341,adj_Monitor22_ch26,724.6,Y160C,M,W3,R3
1801,219,adj_Monitor19_ch20,722.8,Y160C,F,W3,R4
1802,639,adj_Monitor33_ch20,722.6,KO,F,W3,R3
1803,200,adj_Monitor18_ch31,721.6,WG2,M,W3,R3
1804,468,adj_Monitor28_ch7,718.2,WG2,F,W3,R2
1805,525,adj_Monitor2_ch3,717.8,W422X,M,W3,R3
1806,679,adj_Monitor34_ch30,717.2,Y160C,F,W3,R2
1807,720,adj_Monitor38_ch13,715.2,WG2,M,W3,R4
1808,554,adj_Monitor30_ch28,713.2,KO,F,W3,R2
1809,412,adj_Monitor26_ch7,711,WG2,M,W3,R2
1810,183,adj_Monitor18_ch11,709,WG2,M,W3,R3
1811,388,adj_Monitor26_ch12,707.4,WG2,M,W3,R2
1812,596,adj_Monitor32_ch10,706,KO,M,W3,R4
1813,747,adj_Monitor39_ch11,702,KO,M,W3,R3
1814,133,adj_Monitor15_ch19,699.6,W422X,M,W3,R2
1815,29,adj_Monitor10_ch7,697.8,WG2,F,W3,R1
1816,225,adj_Monitor19_ch26,696.8,Y160C,F,W3,R4
1817,331,adj_Monitor22_ch16,691.6,Y160C,M,W3,R3
1818,490,adj_Monitor29_ch27,690.8,WG2,F,W3,R3
1819,719,adj_Monitor38_ch12,688.2,WG2,M,W3,R4
1820,410,adj_Monitor26_ch5,681.2,WG2,M,W3,R2
1821,457,adj_Monitor28_ch23,680,WG2,F,W3,R2
1822,816,adj_Monitor40_ch19,677.6,WG2,F,W3,R4
1823,417,adj_Monitor27_ch12,676.4,WG2,M,W3,R1
1824,692,adj_Monitor35_ch13,676,KO,M,W3,R1
1825,18,adj_Monitor10_ch26,675,WG2,F,W3,R1
1826,432,adj_Monitor27_ch28,674.6,WG2,M,W3,R1
1827,139,adj_Monitor15_ch26,674.4,W422X,M,W3,R2
1828,162,adj_Monitor16_ch20,673.6,KO,M,W3,R2
1829,391,adj_Monitor26_ch16,673,WG2,M,W3,R2
1830,746,adj_Monitor39_ch10,671.2,KO,M,W3,R3
1831,705,adj_Monitor35_ch28,670.2,KO,M,W3,R1
1832,526,adj_Monitor2_ch30,669.4,W422X,M,W3,R3
1833,588,adj_Monitor31_ch31,667.2,W422X,M,W3,R4
1834,452,adj_Monitor28_ch18,665.4,WG2,F,W3,R2
1835,827,adj_Monitor40_ch3,662,WG2,F,W3,R4
1836,336,adj_Monitor22_ch20,660.8,Y160C,M,W3,R3
1837,766,adj_Monitor39_ch29,656.6,KO,M,W3,R3
1838,138,adj_Monitor15_ch25,655.2,W422X,M,W3,R2
1839,479,adj_Monitor29_ch17,651.8,WG2,F,W3,R3
1840,123,adj_Monitor15_ch1,651.6,W422X,M,W3,R2
1841,351,adj_Monitor22_ch7,651.4,Y160C,M,W3,R3
1842,415,adj_Monitor27_ch1,650.8,WG2,M,W3,R1
1843,380,adj_Monitor24_ch5,640.8,Y160C,M,W3,R2
1844,595,adj_Monitor32_ch1,640.8,KO,M,W3,R4
1845,576,adj_Monitor31_ch19,639.2,W422X,M,W3,R4
1846,802,adj_Monitor3_ch4,638.8,Y160C,M,W3,R4
1847,403,adj_Monitor26_ch28,636.6,WG2,M,W3,R2
1848,365,adj_Monitor24_ch20,636.6,Y160C,M,W3,R2
1849,424,adj_Monitor27_ch19,635.8,WG2,M,W3,R1
1850,744,adj_Monitor38_ch9,635.6,WG2,M,W3,R4
1851,378,adj_Monitor24_ch32,634.4,Y160C,M,W3,R2
1852,755,adj_Monitor39_ch19,633.2,KO,M,W3,R3
1853,135,adj_Monitor15_ch20,633,W422X,M,W3,R2
1854,665,adj_Monitor34_ch17,631.6,Y160C,F,W3,R2
1855,726,adj_Monitor38_ch19,631.2,WG2,M,W3,R4
1856,763,adj_Monitor39_ch26,628.8,KO,M,W3,R3
1857,831,adj_Monitor40_ch5,626.4,WG2,F,W3,R4
1858,758,adj_Monitor39_ch21,624.6,KO,M,W3,R3
1859,503,adj_Monitor2_ch1,624,W422X,M,W3,R3
1860,274,adj_Monitor20_ch15,617.8,Y160C,F,W3,R3
1861,393,adj_Monitor26_ch19,617.6,WG2,M,W3,R2
1862,752,adj_Monitor39_ch16,616,KO,M,W3,R3
1863,394,adj_Monitor26_ch2,613.8,WG2,M,W3,R2
1864,765,adj_Monitor39_ch28,608,KO,M,W3,R3
1865,266,adj_Monitor1_ch7,605.8,W422X,M,W3,R1
1866,458,adj_Monitor28_ch24,600.2,WG2,F,W3,R2
1867,483,adj_Monitor29_ch20,597.6,WG2,F,W3,R3
1868,757,adj_Monitor39_ch20,595,KO,M,W3,R3
1869,389,adj_Monitor26_ch14,593.2,WG2,M,W3,R2
1870,737,adj_Monitor38_ch3,593.2,WG2,M,W3,R4
1871,384,adj_Monitor24_ch9,591.2,Y160C,M,W3,R2
1872,814,adj_Monitor40_ch17,587.2,WG2,F,W3,R4
1873,390,adj_Monitor26_ch15,585.4,WG2,M,W3,R2
1874,590,adj_Monitor31_ch5,584.6,W422X,M,W3,R4
1875,191,adj_Monitor18_ch21,582.6,WG2,M,W3,R3
1876,622,adj_Monitor32_ch5,581.6,KO,M,W3,R4
1877,330,adj_Monitor22_ch15,579.6,Y160C,M,W3,R3
1878,363,adj_Monitor24_ch19,578.4,Y160C,M,W3,R2
1879,512,adj_Monitor2_ch18,574.6,W422X,M,W3,R3
1880,695,adj_Monitor35_ch16,573.2,KO,M,W3,R1
1881,433,adj_Monitor27_ch29,572.6,WG2,M,W3,R1
1882,383,adj_Monitor24_ch8,568,Y160C,M,W3,R2
1883,196,adj_Monitor18_ch26,567.6,WG2,M,W3,R3
1884,799,adj_Monitor3_ch30,565.8,Y160C,M,W3,R4
1885,693,adj_Monitor35_ch14,565.6,KO,M,W3,R1
1886,706,adj_Monitor35_ch29,562.4,KO,M,W3,R1
1887,198,adj_Monitor18_ch28,561.4,WG2,M,W3,R3
1888,733,adj_Monitor38_ch26,560.2,WG2,M,W3,R4
1889,601,adj_Monitor32_ch15,560.2,KO,M,W3,R4
1890,176,adj_Monitor16_ch4,560,KO,M,W3,R2
1891,949,adj_Monitor6_ch29,559.2,Y160C,F,W3,R1
1892,592,adj_Monitor31_ch7,557.6,W422X,M,W3,R4
1893,730,adj_Monitor38_ch22,556,WG2,M,W3,R4
1894,762,adj_Monitor39_ch25,555.8,KO,M,W3,R3
1895,343,adj_Monitor22_ch28,554.4,Y160C,M,W3,R3
1896,749,adj_Monitor39_ch13,552.6,KO,M,W3,R3
1897,212,adj_Monitor19_ch14,551.2,Y160C,F,W3,R4
1898,258,adj_Monitor1_ch29,550.4,W422X,M,W3,R1
1899,399,adj_Monitor26_ch24,550.4,WG2,M,W3,R2
1900,405,adj_Monitor26_ch3,550.2,WG2,M,W3,R2
1901,741,adj_Monitor38_ch5,548.8,WG2,M,W3,R4
1902,151,adj_Monitor15_ch9,545,W422X,M,W3,R2
1903,347,adj_Monitor22_ch32,544.8,Y160C,M,W3,R3
1904,356,adj_Monitor24_ch11,543.4,Y160C,M,W3,R2
1905,619,adj_Monitor32_ch31,538.8,KO,M,W3,R4
1906,197,adj_Monitor18_ch27,528.2,WG2,M,W3,R3
1907,691,adj_Monitor35_ch12,527.6,KO,M,W3,R1
1908,826,adj_Monitor40_ch29,521.4,WG2,F,W3,R4
1909,759,adj_Monitor39_ch22,513.6,KO,M,W3,R3
1910,407,adj_Monitor26_ch31,511.8,WG2,M,W3,R2
1911,566,adj_Monitor31_ch1,511.8,W422X,M,W3,R4
1912,180,adj_Monitor16_ch8,511.6,KO,M,W3,R2
1913,491,adj_Monitor29_ch28,511.2,WG2,F,W3,R3
1914,721,adj_Monitor38_ch14,510.6,WG2,M,W3,R4
1915,805,adj_Monitor3_ch8,506.8,Y160C,M,W3,R4
1916,736,adj_Monitor38_ch29,503.4,WG2,M,W3,R4
1917,134,adj_Monitor15_ch2,500.4,W422X,M,W3,R2
1918,50,adj_Monitor11_ch26,496.6,Y160C,M,W3,R1
1919,572,adj_Monitor31_ch15,496.6,W422X,M,W3,R4
1920,754,adj_Monitor39_ch18,474.4,KO,M,W3,R3
1921,938,adj_Monitor6_ch19,469.2,Y160C,F,W3,R1
1922,940,adj_Monitor6_ch20,467.2,Y160C,F,W3,R1
1923,158,adj_Monitor16_ch16,459.4,KO,M,W3,R2
1924,205,adj_Monitor18_ch8,459,WG2,M,W3,R3
1925,714,adj_Monitor35_ch7,457.6,KO,M,W3,R1
1926,190,adj_Monitor18_ch20,456.8,WG2,M,W3,R3
1927,579,adj_Monitor31_ch22,456.4,W422X,M,W3,R4
1928,398,adj_Monitor26_ch23,453.8,WG2,M,W3,R2
1929,242,adj_Monitor1_ch13,449.2,W422X,M,W3,R1
1930,148,adj_Monitor15_ch6,444,W422X,M,W3,R2
1931,376,adj_Monitor24_ch30,436,Y160C,M,W3,R2
1932,728,adj_Monitor38_ch20,435.2,WG2,M,W3,R4
1933,377,adj_Monitor24_ch31,430.4,Y160C,M,W3,R2
1934,132,adj_Monitor15_ch18,426.4,W422X,M,W3,R2
1935,381,adj_Monitor24_ch6,410.4,Y160C,M,W3,R2
1936,404,adj_Monitor26_ch29,409,WG2,M,W3,R2
1937,267,adj_Monitor1_ch8,407.4,W422X,M,W3,R1
1938,257,adj_Monitor1_ch28,406.4,W422X,M,W3,R1
1939,185,adj_Monitor18_ch13,401.2,WG2,M,W3,R3
1940,715,adj_Monitor35_ch8,397.6,KO,M,W3,R1
1941,772,adj_Monitor39_ch5,395.4,KO,M,W3,R3
1942,506,adj_Monitor2_ch12,375.8,W422X,M,W3,R3
1943,745,adj_Monitor39_ch1,375,KO,M,W3,R3
1944,195,adj_Monitor18_ch25,373.4,WG2,M,W3,R3
1945,698,adj_Monitor35_ch20,362.6,KO,M,W3,R1
1946,528,adj_Monitor2_ch4,349.4,W422X,M,W3,R3
1947,518,adj_Monitor2_ch23,334.2,W422X,M,W3,R3
1948,386,adj_Monitor26_ch10,334,WG2,M,W3,R2
1949,505,adj_Monitor2_ch11,328.8,W422X,M,W3,R3
1950,734,adj_Monitor38_ch27,284.6,WG2,M,W3,R4
1951,520,adj_Monitor2_ch25,261.8,W422X,M,W3,R3
1952,40,adj_Monitor11_ch17,247.8,Y160C,M,W3,R1
1953,709,adj_Monitor35_ch31,185.4,KO,M,W3,R1
1954,708,adj_Monitor35_ch30,163.4,KO,M,W3,R1
1955,616,adj_Monitor32_ch29,163.2,KO,M,W3,R4
